Reference_Genome	source	accession	mpspades_detection	megahit_detection
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_1664061	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_912246	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_649825	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_43382148	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_868620	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_40_1253963	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_40_49352146	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_40_960844	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_104992	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_50299327	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_19995449	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_1717030	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_38064467	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_33689438	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_28096709	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_33039567	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_30_23448519	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_1257381	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_1545093	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_23865512	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_36246769	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_45409840	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_338234	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_47330883	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_32920440	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_25_1257050	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_1545093	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_1400798	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_26446765	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_1173558	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_33874220	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_42928946	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_19995449	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_23448519	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_20_49220036	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_1545093	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_38574468	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_1173558	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_33874220	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_27398717	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_49594537	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_44672370	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_45626245	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	de novo	mmseqs_5_36130914	undetected_genomad	undetected_genomad
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_30_996354	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_60_508964	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_50_50512	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_40_13461	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_30_225533	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_25_225533	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_25_1248341	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_25_563303	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_20_941161	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_20_1333066	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_5_33304731	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_5_1670594	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_5_1351559	detected	detected
RNODE_227_length_4381_cov_5.48337	de novo	mmseqs_5_1389755	detected	detected
RNODE_537_length_3389_cov_22.49108	de novo	mmseqs_5_1727927	detected	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_1736720	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_1679106	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_44374214	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_50_39987169	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_50_45244086	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_50_36483135	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_50_49540053	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_50_36446794	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_40_22582899	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_40_32916809	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_40_19000283	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_40_520934	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_40_34883723	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_30_4970157	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_30_37138889	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_30_20738465	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_30_36680256	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_30_39452610	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_25_18659210	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_25_33926419	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_25_45156277	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_25_48331010	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_20_41694189	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_20_37138889	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_20_21388829	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_20_24291355	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_38986826	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_28719539	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_49902367	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_38698923	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_34150744	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_28596	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_20_1486819	NA	detected
RNODE_116_length_4192_cov_3.28201	de novo	mmseqs_5_1726892	NA	detected
RNODE_468_length_1541_cov_8.66960	de novo	mmseqs_5_1687283	undetected_genomad	undetected_genomad
RNODE_381_length_1819_cov_13.04118	de novo	mmseqs_30_454732	detected	detected
RNODE_381_length_1819_cov_13.04118	de novo	mmseqs_20_454732	detected	detected
RNODE_381_length_1819_cov_13.04118	de novo	mmseqs_5_454732	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_70_1700836	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_50_18727572	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_50_2506604	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_21362474	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_25749342	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_18482784	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_17994258	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_25_381105	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_25_36787219	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_20_34505853	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_5_21362474	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_70_1733686	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_60_1042080	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_50_40394942	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_50_1428146	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_50_45225481	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_48955660	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_318175	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_34107068	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_44383062	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_40_47340637	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_48955660	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_318175	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_44052532	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_43282270	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_48947628	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_46950473	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_21287491	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_30_901620	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_25_38998507	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_25_37830928	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_20_34107068	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_20_34836173	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_20_43282270	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_5_1706182	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_5_34107068	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_5_646161	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_5_36782541	detected	detected
RNODE_411_length_4317_cov_4.49267	de novo	mmseqs_5_36582181	detected	detected
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_50_50512	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_40_13461	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_30_225533	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_25_225533	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_25_1248341	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_25_563303	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_20_941161	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_20_1333066	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_5_33304731	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_5_1670594	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	de novo	mmseqs_5_1351559	undetected_genomad	undetected_genomad
RNODE_279_length_3658_cov_27.56711	de novo	mmseqs_30_730333	detected	detected
RNODE_279_length_3658_cov_27.56711	de novo	mmseqs_25_4967910	detected	detected
RNODE_279_length_3658_cov_27.56711	de novo	mmseqs_20_836897	detected	detected
RNODE_279_length_3658_cov_27.56711	de novo	mmseqs_5_18524361	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_1405178	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_38699741	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_38699741	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_50_47415935	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_50_49624397	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_50_39069147	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_50_37155906	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_756129	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_37155906	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_37003461	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_4726880	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_35141526	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_38843599	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_36788079	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_37917300	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_41258082	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_37349710	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_2913375	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_47521097	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_34206894	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_12506432	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_10869902	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_43515812	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_44591748	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_36067190	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_760646	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_50357336	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_50_1320499	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_5725343	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_30_187275	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_753578	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_50276024	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_1308207	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_37808669	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_513447	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_47382468	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_37014732	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_40_37115944	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_38842868	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_35992532	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_25_39066792	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_46352352	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_49860451	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_41456456	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_20_40772038	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_42267112	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_42611786	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_1005864	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_38587784	detected	detected
RNODE_509_length_6803_cov_457.59293	de novo	mmseqs_5_40113312	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_50430286	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_60_1373096	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_1497216	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_47030592	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_48698349	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_2937455	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_47326386	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_1679927	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_1289832	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_424327	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_1736347	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_50_86020	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_1772654	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_86085	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_49352146	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_46434505	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_47326386	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_49404687	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_25664863	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_45522655	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_39996573	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_960844	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_4200999	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_700972	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_37018329	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_1476786	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_37261520	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_4405094	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_22794320	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_40642735	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1772654	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_105320	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1173455	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_632930	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_48379705	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1289832	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_38064467	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_28096709	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_33039567	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_43934841	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_37699439	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_39695672	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1604478	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_46526361	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_36246769	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1706530	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_39974882	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_338234	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_25015456	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_47330883	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_27816359	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_32920440	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_38519553	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_43934841	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_28547256	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_42291051	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1257050	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1604478	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_24202527	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_18745788	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_50385232	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_1204142	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_47666951	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_48637419	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_45429890	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_24246545	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_42928946	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_201152	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_44145168	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_49220036	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_25102805	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_33932473	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_4564438	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_49015371	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_40253899	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_27398717	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_1173455	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_49594537	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_39852168	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_40642735	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_48637419	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_44672370	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_40967680	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_201152	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_23995730	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_33039567	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_32487853	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_18742980	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_1604478	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_35096892	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_24202527	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_414401	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_48465332	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_48333812	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_41646666	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_44237512	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_37975776	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_5_11927426	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_1307410	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_20_37771499	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_417079	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_1405496	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_1527424	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_48400166	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_40_33063216	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1548604	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1294674	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_781141	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1358278	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_613045	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1390213	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_33078982	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_45592606	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_41601684	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_1202007	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_40939620	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_25696736	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_30_35436746	detected	detected
RNODE_225_length_25884_cov_6.69550	de novo	mmseqs_25_781141	detected	detected
