Target_Sequence	Num_Query_Sequences	Sample Number
RNODE_532_length_1573_cov_5.21419	1	6
RNODE_534_length_10183_cov_8.47628	1	6
RNODE_539_length_1827_cov_6.73752	1	6
RNODE_540_length_1564_cov_3.03735	1	6
RNODE_544_length_1578_cov_361.93923	1	6
RNODE_54_length_5865_cov_60.48297	1	6
RNODE_557_length_1525_cov_6.72562	1	6
RNODE_559_length_3361_cov_13.97064	1	6
RNODE_562_length_2033_cov_5.34232	1	6
RNODE_563_length_5038_cov_7.26694	1	6
RNODE_565_length_1563_cov_11.71995	1	6
RNODE_56_length_2028_cov_4.74177	1	6
RNODE_583_length_3095_cov_44.70980	1	6
RNODE_584_length_2761_cov_46.10439	1	6
RNODE_585_length_3212_cov_16.01628	2	6
RNODE_587_length_4088_cov_9.08425	1	6
RNODE_5_length_4125_cov_14.53571	1	6
RNODE_60_length_1811_cov_3.41811	9	6
RNODE_62_length_3589_cov_56.75862	1	6
RNODE_65_length_5443_cov_3.51540	1	6
RNODE_67_length_1419_cov_2.86686	2	6
RNODE_68_length_2493_cov_6.03116	1	6
RNODE_73_length_2194_cov_7.49125	1	6
RNODE_74_length_1811_cov_7.67971	1	6
RNODE_90_length_1469_cov_9.25017	1	6
RNODE_91_length_2298_cov_6.78822	1	6
RNODE_93_length_1501_cov_3.34415	1	6
RNODE_94_length_3002_cov_6.48725	1	6
RNODE_98_length_2627_cov_21.08829	1	6
RNODE_100_length_1999_cov_6.33080	1	7
RNODE_107_length_1496_cov_161.33989	1	7
RNODE_108_length_2015_cov_7.02007	1	7
RNODE_109_length_1521_cov_3.43229	1	7
RNODE_10_length_6468_cov_8.06035	1	7
RNODE_110_length_1672_cov_10.73939	1	7
RNODE_114_length_10406_cov_5.47746	1	7
RNODE_125_length_3363_cov_4.82640	1	7
RNODE_127_length_1885_cov_8.56361	1	7
RNODE_133_length_1956_cov_5.95398	1	7
RNODE_134_length_2327_cov_32.11800	1	7
RNODE_137_length_1431_cov_4.57559	1	7
RNODE_139_length_3589_cov_11.15335	1	7
RNODE_142_length_2406_cov_5.09941	1	7
RNODE_146_length_5606_cov_4.42067	1	7
RNODE_147_length_1816_cov_3.48216	1	7
RNODE_149_length_1949_cov_4.19357	1	7
RNODE_14_length_1961_cov_5.54358	1	7
RNODE_150_length_1379_cov_3.97642	1	7
RNODE_154_length_1869_cov_12.27991	1	7
RNODE_156_length_3948_cov_63.43887	1	7
RNODE_158_length_1640_cov_4.51607	1	7
RNODE_159_length_3592_cov_2.43025	1	7
RNODE_166_length_2298_cov_14.88049	1	7
RNODE_171_length_3474_cov_9.39716	1	7
RNODE_17_length_1254_cov_4.43994	1	7
RNODE_180_length_2647_cov_2.76800	1	7
RNODE_193_length_1789_cov_7.19864	1	7
RNODE_200_length_4574_cov_2.94178	1	7
RNODE_207_length_2195_cov_3.75886	1	7
RNODE_218_length_1465_cov_7.29868	4	7
RNODE_220_length_2011_cov_9.40825	1	7
RNODE_224_length_2083_cov_4.45463	1	7
RNODE_225_length_25884_cov_6.69550	1	7
RNODE_227_length_4381_cov_5.48337	1	7
RNODE_228_length_3093_cov_6.42006	1	7
RNODE_234_length_1595_cov_9.13223	1	7
RNODE_243_length_1453_cov_2.63382	1	7
RNODE_248_length_5318_cov_4.74604	1	7
RNODE_24_length_2639_cov_14.02331	1	7
RNODE_251_length_2763_cov_28.99562	1	7
RNODE_254_length_2341_cov_33.31005	1	7
RNODE_258_length_1627_cov_2.34517	1	7
RNODE_259_length_1574_cov_100.84149	2	7
RNODE_25_length_1750_cov_3.28993	1	7
RNODE_263_length_2277_cov_8.44168	1	7
RNODE_266_length_6653_cov_7.97753	3	7
RNODE_277_length_1592_cov_15.82548	1	7
RNODE_279_length_3658_cov_27.56711	1	7
RNODE_290_length_1262_cov_19.53548	1	7
RNODE_291_length_2033_cov_2.59025	1	7
RNODE_294_length_6942_cov_7.24595	1	7
RNODE_307_length_2104_cov_13.21902	2	7
RNODE_308_length_1875_cov_5.96654	1	7
RNODE_309_length_1659_cov_3.16188	1	7
RNODE_311_length_2760_cov_6.45983	1	7
RNODE_314_length_6164_cov_50.81211	1	7
RNODE_315_length_1516_cov_8.44846	1	7
RNODE_318_length_3470_cov_3.16589	1	7
RNODE_31_length_1357_cov_12.09363	1	7
RNODE_320_length_4859_cov_4.38495	1	7
RNODE_322_length_4175_cov_18.22923	1	7
RNODE_324_length_1537_cov_10.20528	1	7
RNODE_32_length_11742_cov_6.79514	1	7
RNODE_337_length_8771_cov_5.18162	1	7
RNODE_338_length_1509_cov_4.27236	1	7
RNODE_339_length_1478_cov_5.31250	1	7
RNODE_341_length_3219_cov_3.63466	1	7
RNODE_342_length_1543_cov_10.88823	1	7
RNODE_343_length_2376_cov_8.77188	1	7
RNODE_355_length_1663_cov_6.12066	1	7
RNODE_359_length_13543_cov_22.66711	1	7
RNODE_360_length_7414_cov_9.06737	1	7
RNODE_361_length_3164_cov_8.88447	1	7
RNODE_362_length_3387_cov_8.21902	1	7
RNODE_364_length_1571_cov_3.81278	1	7
RNODE_366_length_2053_cov_8.47415	1	7
RNODE_367_length_2322_cov_4.57652	1	7
RNODE_368_length_1901_cov_5.06386	1	7
RNODE_372_length_2448_cov_3.45466	1	7
RNODE_374_length_1862_cov_9.75489	1	7
RNODE_381_length_1819_cov_13.04118	1	7
RNODE_383_length_2253_cov_7.64097	2	7
RNODE_386_length_2437_cov_8.66377	1	7
RNODE_38_length_1552_cov_8.47059	1	7
RNODE_390_length_5825_cov_8.78167	1	7
RNODE_392_length_2136_cov_7.00284	1	7
RNODE_393_length_3465_cov_6.98635	1	7
RNODE_394_length_3642_cov_5.12873	1	7
RNODE_404_length_3462_cov_2.92616	1	7
RNODE_408_length_3585_cov_3.79764	1	7
RNODE_411_length_4317_cov_4.49267	1	7
RNODE_418_length_1505_cov_4.15172	1	7
RNODE_420_length_1334_cov_5.52134	1	7
RNODE_423_length_1943_cov_28.57781	1	7
RNODE_428_length_4686_cov_43.92415	1	7
RNODE_429_length_2129_cov_51.99106	1	7
RNODE_431_length_1803_cov_5.36772	1	7
RNODE_432_length_14865_cov_28.53268	5	7
RNODE_434_length_14801_cov_23.79494	4	7
RNODE_435_length_5602_cov_25.16136	1	7
RNODE_439_length_4196_cov_56.49278	1	7
RNODE_440_length_3551_cov_9.74435	3	7
RNODE_442_length_4465_cov_7.11694	1	7
RNODE_443_length_1591_cov_6.87251	1	7
RNODE_451_length_4052_cov_6.62773	1	7
RNODE_455_length_4124_cov_9.17267	1	7
RNODE_459_length_2383_cov_4.68776	1	7
RNODE_462_length_1528_cov_6.07822	1	7
RNODE_468_length_1541_cov_8.66960	1	7
RNODE_470_length_2095_cov_7.42232	1	7
RNODE_474_length_1569_cov_5.24895	1	7
RNODE_479_length_5023_cov_17.63107	1	7
RNODE_481_length_3960_cov_68.08874	1	7
RNODE_485_length_1877_cov_10.53943	1	7
RNODE_487_length_5196_cov_22.71473	2	7
RNODE_491_length_3124_cov_17.57383	1	7
RNODE_493_length_3152_cov_5.77526	1	7
RNODE_496_length_8599_cov_9.53327	1	7
RNODE_497_length_1925_cov_6.51336	1	7
RNODE_498_length_2044_cov_7.98216	1	7
RNODE_50_length_1796_cov_6.24352	1	7
RNODE_512_length_1592_cov_43.29688	1	7
RNODE_513_length_2330_cov_8.01964	1	7
RNODE_515_length_1754_cov_11.73892	1	7
RNODE_518_length_1369_cov_4.72490	1	7
RNODE_521_length_36130_cov_13.94678	1	7
RNODE_522_length_1263_cov_12.38809	2	7
RNODE_527_length_1767_cov_4.22840	1	7
RNODE_528_length_4221_cov_4.74329	1	7
RNODE_530_length_2571_cov_32.65278	1	7
RNODE_531_length_9868_cov_8.44904	1	7
RNODE_532_length_1573_cov_5.21419	1	7
RNODE_537_length_3389_cov_22.49108	1	7
RNODE_539_length_1827_cov_6.73752	1	7
RNODE_544_length_1578_cov_361.93923	3	7
RNODE_54_length_5865_cov_60.48297	1	7
RNODE_557_length_1525_cov_6.72562	1	7
RNODE_559_length_3361_cov_13.97064	2	7
RNODE_562_length_2033_cov_5.34232	1	7
RNODE_563_length_5038_cov_7.26694	1	7
RNODE_565_length_1563_cov_11.71995	1	7
RNODE_56_length_2028_cov_4.74177	1	7
RNODE_576_length_3043_cov_26.79081	1	7
RNODE_583_length_3095_cov_44.70980	3	7
RNODE_584_length_2761_cov_46.10439	1	7
RNODE_585_length_3212_cov_16.01628	2	7
RNODE_587_length_4088_cov_9.08425	1	7
RNODE_5_length_4125_cov_14.53571	1	7
RNODE_60_length_1811_cov_3.41811	3	7
RNODE_65_length_5443_cov_3.51540	1	7
RNODE_74_length_1811_cov_7.67971	6	7
RNODE_78_length_5103_cov_8.24306	1	7
RNODE_90_length_1469_cov_9.25017	1	7
RNODE_93_length_1501_cov_3.34415	4	7
RNODE_94_length_3002_cov_6.48725	1	7
RNODE_98_length_2627_cov_21.08829	1	7
RNODE_100_length_1999_cov_6.33080	1	8
RNODE_107_length_1496_cov_161.33989	1	8
RNODE_108_length_2015_cov_7.02007	1	8
RNODE_109_length_1521_cov_3.43229	1	8
RNODE_10_length_6468_cov_8.06035	1	8
RNODE_110_length_1672_cov_10.73939	1	8
RNODE_114_length_10406_cov_5.47746	1	8
RNODE_125_length_3363_cov_4.82640	1	8
RNODE_126_length_3157_cov_3.75885	2	8
RNODE_127_length_1885_cov_8.56361	1	8
RNODE_133_length_1956_cov_5.95398	1	8
RNODE_134_length_2327_cov_32.11800	2	8
RNODE_137_length_1431_cov_4.57559	1	8
RNODE_139_length_3589_cov_11.15335	1	8
RNODE_142_length_2406_cov_5.09941	1	8
RNODE_146_length_5606_cov_4.42067	8	8
RNODE_147_length_1816_cov_3.48216	1	8
RNODE_149_length_1949_cov_4.19357	1	8
RNODE_14_length_1961_cov_5.54358	2	8
RNODE_150_length_1379_cov_3.97642	1	8
RNODE_156_length_3948_cov_63.43887	1	8
RNODE_158_length_1640_cov_4.51607	1	8
RNODE_159_length_3592_cov_2.43025	1	8
RNODE_166_length_2298_cov_14.88049	1	8
RNODE_171_length_3474_cov_9.39716	1	8
RNODE_17_length_1254_cov_4.43994	1	8
RNODE_180_length_2647_cov_2.76800	1	8
RNODE_18_length_1746_cov_2.65719	1	8
RNODE_193_length_1789_cov_7.19864	1	8
RNODE_200_length_4574_cov_2.94178	1	8
RNODE_207_length_2195_cov_3.75886	1	8
RNODE_218_length_1465_cov_7.29868	1	8
RNODE_220_length_2011_cov_9.40825	1	8
RNODE_224_length_2083_cov_4.45463	1	8
RNODE_225_length_25884_cov_6.69550	1	8
RNODE_227_length_4381_cov_5.48337	1	8
RNODE_228_length_3093_cov_6.42006	1	8
RNODE_234_length_1595_cov_9.13223	1	8
RNODE_235_length_2608_cov_55.03480	1	8
RNODE_243_length_1453_cov_2.63382	1	8
RNODE_248_length_5318_cov_4.74604	1	8
RNODE_24_length_2639_cov_14.02331	4	8
RNODE_251_length_2763_cov_28.99562	3	8
RNODE_254_length_2341_cov_33.31005	1	8
RNODE_259_length_1574_cov_100.84149	1	8
RNODE_25_length_1750_cov_3.28993	1	8
RNODE_263_length_2277_cov_8.44168	1	8
RNODE_266_length_6653_cov_7.97753	1	8
RNODE_277_length_1592_cov_15.82548	3	8
RNODE_279_length_3658_cov_27.56711	1	8
RNODE_290_length_1262_cov_19.53548	1	8
RNODE_291_length_2033_cov_2.59025	1	8
RNODE_294_length_6942_cov_7.24595	1	8
RNODE_307_length_2104_cov_13.21902	2	8
RNODE_308_length_1875_cov_5.96654	1	8
RNODE_309_length_1659_cov_3.16188	1	8
RNODE_311_length_2760_cov_6.45983	1	8
RNODE_314_length_6164_cov_50.81211	1	8
RNODE_315_length_1516_cov_8.44846	1	8
RNODE_318_length_3470_cov_3.16589	1	8
RNODE_31_length_1357_cov_12.09363	1	8
RNODE_320_length_4859_cov_4.38495	1	8
RNODE_322_length_4175_cov_18.22923	1	8
RNODE_324_length_1537_cov_10.20528	1	8
RNODE_32_length_11742_cov_6.79514	1	8
RNODE_336_length_3563_cov_7.20249	1	8
RNODE_337_length_8771_cov_5.18162	1	8
RNODE_338_length_1509_cov_4.27236	1	8
RNODE_339_length_1478_cov_5.31250	1	8
RNODE_33_length_1778_cov_2.60592	1	8
RNODE_342_length_1543_cov_10.88823	1	8
RNODE_343_length_2376_cov_8.77188	1	8
RNODE_346_length_1757_cov_2.65187	1	8
RNODE_350_length_2314_cov_37.19546	2	8
RNODE_355_length_1663_cov_6.12066	1	8
RNODE_359_length_13543_cov_22.66711	2	8
RNODE_360_length_7414_cov_9.06737	1	8
RNODE_361_length_3164_cov_8.88447	1	8
RNODE_362_length_3387_cov_8.21902	1	8
RNODE_364_length_1571_cov_3.81278	1	8
RNODE_366_length_2053_cov_8.47415	1	8
RNODE_367_length_2322_cov_4.57652	1	8
RNODE_368_length_1901_cov_5.06386	1	8
RNODE_372_length_2448_cov_3.45466	1	8
RNODE_374_length_1862_cov_9.75489	1	8
RNODE_381_length_1819_cov_13.04118	1	8
RNODE_383_length_2253_cov_7.64097	1	8
RNODE_386_length_2437_cov_8.66377	1	8
RNODE_38_length_1552_cov_8.47059	1	8
RNODE_390_length_5825_cov_8.78167	1	8
RNODE_393_length_3465_cov_6.98635	1	8
RNODE_394_length_3642_cov_5.12873	1	8
RNODE_404_length_3462_cov_2.92616	1	8
RNODE_411_length_4317_cov_4.49267	1	8
RNODE_415_length_2147_cov_6.45506	1	8
RNODE_417_length_2670_cov_14.84403	1	8
RNODE_418_length_1505_cov_4.15172	1	8
RNODE_420_length_1334_cov_5.52134	1	8
RNODE_423_length_1943_cov_28.57781	1	8
RNODE_428_length_4686_cov_43.92415	1	8
RNODE_429_length_2129_cov_51.99106	1	8
RNODE_431_length_1803_cov_5.36772	1	8
RNODE_432_length_14865_cov_28.53268	14	8
RNODE_434_length_14801_cov_23.79494	1	8
RNODE_435_length_5602_cov_25.16136	1	8
RNODE_436_length_6429_cov_48.44919	1	8
RNODE_439_length_4196_cov_56.49278	4	8
RNODE_440_length_3551_cov_9.74435	1	8
RNODE_442_length_4465_cov_7.11694	1	8
RNODE_443_length_1591_cov_6.87251	1	8
RNODE_451_length_4052_cov_6.62773	1	8
RNODE_455_length_4124_cov_9.17267	1	8
RNODE_456_length_1695_cov_36.79753	1	8
RNODE_459_length_2383_cov_4.68776	3	8
RNODE_462_length_1528_cov_6.07822	1	8
RNODE_464_length_2364_cov_17.83117	1	8
RNODE_468_length_1541_cov_8.66960	6	8
RNODE_470_length_2095_cov_7.42232	1	8
RNODE_474_length_1569_cov_5.24895	1	8
RNODE_476_length_1618_cov_4.36943	1	8
RNODE_479_length_5023_cov_17.63107	1	8
RNODE_481_length_3960_cov_68.08874	1	8
RNODE_485_length_1877_cov_10.53943	1	8
RNODE_487_length_5196_cov_22.71473	1	8
RNODE_48_length_3658_cov_14.59323	1	8
RNODE_491_length_3124_cov_17.57383	1	8
RNODE_493_length_3152_cov_5.77526	1	8
RNODE_496_length_8599_cov_9.53327	1	8
RNODE_497_length_1925_cov_6.51336	1	8
RNODE_498_length_2044_cov_7.98216	1	8
RNODE_50_length_1796_cov_6.24352	1	8
RNODE_512_length_1592_cov_43.29688	1	8
RNODE_513_length_2330_cov_8.01964	1	8
RNODE_515_length_1754_cov_11.73892	1	8
RNODE_518_length_1369_cov_4.72490	1	8
RNODE_521_length_36130_cov_13.94678	1	8
RNODE_522_length_1263_cov_12.38809	1	8
RNODE_524_length_1679_cov_2.99128	1	8
RNODE_528_length_4221_cov_4.74329	1	8
RNODE_530_length_2571_cov_32.65278	1	8
RNODE_531_length_9868_cov_8.44904	1	8
RNODE_532_length_1573_cov_5.21419	1	8
RNODE_534_length_10183_cov_8.47628	1	8
RNODE_537_length_3389_cov_22.49108	1	8
RNODE_539_length_1827_cov_6.73752	1	8
RNODE_540_length_1564_cov_3.03735	1	8
RNODE_544_length_1578_cov_361.93923	1	8
RNODE_54_length_5865_cov_60.48297	1	8
RNODE_551_length_4193_cov_74.72016	6	8
RNODE_557_length_1525_cov_6.72562	1	8
RNODE_559_length_3361_cov_13.97064	1	8
RNODE_562_length_2033_cov_5.34232	1	8
RNODE_563_length_5038_cov_7.26694	1	8
RNODE_565_length_1563_cov_11.71995	1	8
RNODE_56_length_2028_cov_4.74177	1	8
RNODE_576_length_3043_cov_26.79081	2	8
RNODE_584_length_2761_cov_46.10439	1	8
RNODE_585_length_3212_cov_16.01628	1	8
RNODE_60_length_1811_cov_3.41811	1	8
RNODE_62_length_3589_cov_56.75862	1	8
RNODE_65_length_5443_cov_3.51540	1	8
RNODE_67_length_1419_cov_2.86686	1	8
RNODE_68_length_2493_cov_6.03116	1	8
RNODE_73_length_2194_cov_7.49125	1	8
RNODE_74_length_1811_cov_7.67971	6	8
RNODE_78_length_5103_cov_8.24306	3	8
RNODE_89_length_4251_cov_3.70418	2	8
RNODE_90_length_1469_cov_9.25017	5	8
RNODE_93_length_1501_cov_3.34415	1	8
RNODE_94_length_3002_cov_6.48725	1	8
RNODE_98_length_2627_cov_21.08829	1	8
RNODE_100_length_1999_cov_6.33080	1	9
RNODE_107_length_1496_cov_161.33989	1	9
RNODE_108_length_2015_cov_7.02007	1	9
RNODE_109_length_1521_cov_3.43229	1	9
RNODE_10_length_6468_cov_8.06035	1	9
RNODE_110_length_1672_cov_10.73939	1	9
RNODE_114_length_10406_cov_5.47746	1	9
RNODE_125_length_3363_cov_4.82640	1	9
RNODE_127_length_1885_cov_8.56361	1	9
RNODE_133_length_1956_cov_5.95398	1	9
RNODE_137_length_1431_cov_4.57559	1	9
RNODE_142_length_2406_cov_5.09941	1	9
RNODE_146_length_5606_cov_4.42067	1	9
RNODE_147_length_1816_cov_3.48216	1	9
RNODE_149_length_1949_cov_4.19357	1	9
RNODE_14_length_1961_cov_5.54358	1	9
RNODE_150_length_1379_cov_3.97642	1	9
RNODE_156_length_3948_cov_63.43887	1	9
RNODE_158_length_1640_cov_4.51607	1	9
RNODE_159_length_3592_cov_2.43025	1	9
RNODE_166_length_2298_cov_14.88049	1	9
RNODE_171_length_3474_cov_9.39716	3	9
RNODE_17_length_1254_cov_4.43994	1	9
RNODE_180_length_2647_cov_2.76800	1	9
RNODE_18_length_1746_cov_2.65719	1	9
RNODE_193_length_1789_cov_7.19864	1	9
RNODE_200_length_4574_cov_2.94178	1	9
RNODE_205_length_1591_cov_9.63735	1	9
RNODE_207_length_2195_cov_3.75886	1	9
RNODE_218_length_1465_cov_7.29868	1	9
RNODE_220_length_2011_cov_9.40825	1	9
RNODE_224_length_2083_cov_4.45463	1	9
RNODE_225_length_25884_cov_6.69550	1	9
RNODE_227_length_4381_cov_5.48337	1	9
RNODE_228_length_3093_cov_6.42006	4	9
RNODE_234_length_1595_cov_9.13223	1	9
RNODE_235_length_2608_cov_55.03480	1	9
RNODE_248_length_5318_cov_4.74604	2	9
RNODE_251_length_2763_cov_28.99562	1	9
RNODE_254_length_2341_cov_33.31005	1	9
RNODE_259_length_1574_cov_100.84149	1	9
RNODE_25_length_1750_cov_3.28993	1	9
RNODE_277_length_1592_cov_15.82548	1	9
RNODE_279_length_3658_cov_27.56711	1	9
RNODE_290_length_1262_cov_19.53548	1	9
RNODE_294_length_6942_cov_7.24595	1	9
RNODE_307_length_2104_cov_13.21902	1	9
RNODE_308_length_1875_cov_5.96654	4	9
RNODE_309_length_1659_cov_3.16188	1	9
RNODE_314_length_6164_cov_50.81211	1	9
RNODE_318_length_3470_cov_3.16589	1	9
RNODE_31_length_1357_cov_12.09363	1	9
RNODE_320_length_4859_cov_4.38495	1	9
RNODE_322_length_4175_cov_18.22923	1	9
RNODE_324_length_1537_cov_10.20528	1	9
RNODE_32_length_11742_cov_6.79514	1	9
RNODE_336_length_3563_cov_7.20249	1	9
RNODE_338_length_1509_cov_4.27236	1	9
RNODE_339_length_1478_cov_5.31250	1	9
RNODE_343_length_2376_cov_8.77188	1	9
RNODE_346_length_1757_cov_2.65187	1	9
RNODE_350_length_2314_cov_37.19546	1	9
RNODE_359_length_13543_cov_22.66711	4	9
RNODE_360_length_7414_cov_9.06737	1	9
RNODE_361_length_3164_cov_8.88447	1	9
RNODE_362_length_3387_cov_8.21902	1	9
RNODE_364_length_1571_cov_3.81278	1	9
RNODE_367_length_2322_cov_4.57652	1	9
RNODE_368_length_1901_cov_5.06386	1	9
RNODE_372_length_2448_cov_3.45466	1	9
RNODE_374_length_1862_cov_9.75489	1	9
RNODE_383_length_2253_cov_7.64097	1	9
RNODE_386_length_2437_cov_8.66377	1	9
RNODE_38_length_1552_cov_8.47059	1	9
RNODE_394_length_3642_cov_5.12873	1	9
RNODE_400_length_5708_cov_9.81991	1	9
RNODE_404_length_3462_cov_2.92616	1	9
RNODE_411_length_4317_cov_4.49267	5	9
RNODE_423_length_1943_cov_28.57781	1	9
RNODE_428_length_4686_cov_43.92415	1	9
RNODE_429_length_2129_cov_51.99106	1	9
RNODE_431_length_1803_cov_5.36772	2	9
RNODE_432_length_14865_cov_28.53268	2	9
RNODE_434_length_14801_cov_23.79494	5	9
RNODE_436_length_6429_cov_48.44919	1	9
RNODE_440_length_3551_cov_9.74435	1	9
RNODE_442_length_4465_cov_7.11694	1	9
RNODE_443_length_1591_cov_6.87251	1	9
RNODE_444_length_4937_cov_48.00188	1	9
RNODE_451_length_4052_cov_6.62773	1	9
RNODE_455_length_4124_cov_9.17267	1	9
RNODE_459_length_2383_cov_4.68776	1	9
RNODE_462_length_1528_cov_6.07822	1	9
RNODE_468_length_1541_cov_8.66960	8	9
RNODE_470_length_2095_cov_7.42232	1	9
RNODE_474_length_1569_cov_5.24895	1	9
RNODE_476_length_1618_cov_4.36943	1	9
RNODE_479_length_5023_cov_17.63107	1	9
RNODE_481_length_3960_cov_68.08874	1	9
RNODE_485_length_1877_cov_10.53943	1	9
RNODE_487_length_5196_cov_22.71473	1	9
RNODE_48_length_3658_cov_14.59323	1	9
RNODE_493_length_3152_cov_5.77526	1	9
RNODE_496_length_8599_cov_9.53327	2	9
RNODE_497_length_1925_cov_6.51336	1	9
RNODE_498_length_2044_cov_7.98216	1	9
RNODE_509_length_6803_cov_457.59293	2	9
RNODE_50_length_1796_cov_6.24352	1	9
RNODE_512_length_1592_cov_43.29688	1	9
RNODE_513_length_2330_cov_8.01964	2	9
RNODE_515_length_1754_cov_11.73892	1	9
RNODE_518_length_1369_cov_4.72490	1	9
RNODE_521_length_36130_cov_13.94678	7	9
RNODE_524_length_1679_cov_2.99128	1	9
RNODE_527_length_1767_cov_4.22840	1	9
RNODE_528_length_4221_cov_4.74329	1	9
RNODE_530_length_2571_cov_32.65278	1	9
RNODE_531_length_9868_cov_8.44904	1	9
RNODE_532_length_1573_cov_5.21419	1	9
RNODE_537_length_3389_cov_22.49108	1	9
RNODE_539_length_1827_cov_6.73752	1	9
RNODE_540_length_1564_cov_3.03735	1	9
RNODE_544_length_1578_cov_361.93923	1	9
RNODE_54_length_5865_cov_60.48297	1	9
RNODE_557_length_1525_cov_6.72562	1	9
RNODE_559_length_3361_cov_13.97064	1	9
RNODE_562_length_2033_cov_5.34232	1	9
RNODE_563_length_5038_cov_7.26694	1	9
RNODE_565_length_1563_cov_11.71995	1	9
RNODE_56_length_2028_cov_4.74177	1	9
RNODE_576_length_3043_cov_26.79081	1	9
RNODE_584_length_2761_cov_46.10439	1	9
RNODE_585_length_3212_cov_16.01628	1	9
RNODE_587_length_4088_cov_9.08425	1	9
RNODE_5_length_4125_cov_14.53571	1	9
RNODE_60_length_1811_cov_3.41811	1	9
RNODE_65_length_5443_cov_3.51540	1	9
RNODE_67_length_1419_cov_2.86686	1	9
RNODE_68_length_2493_cov_6.03116	1	9
RNODE_74_length_1811_cov_7.67971	1	9
RNODE_90_length_1469_cov_9.25017	1	9
RNODE_93_length_1501_cov_3.34415	1	9
RNODE_98_length_2627_cov_21.08829	1	9
