reference_genomes	contigs	ID	mpspades_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	num_gene_calls_contig
RNODE_411_length_4317_cov_4.49267	NODE_34_length_4422_cov_25.384168_cutoff_0_type_circular	plasmid	detected	8	0.9182721497602784	0.9991	True	True	2	NODE_34_length_4422_cov_25.384168_cutoff_0_type_circular	4422	0.64	8
RNODE_420_length_1334_cov_5.52134	NODE_153_length_1439_cov_2.308689_cutoff_0_type_circular	plasmid	detected	3	0.5547342860223684	0.9989	True	False	2	NODE_153_length_1439_cov_2.308689_cutoff_0_type_circular	1439	0.49	3
RNODE_423_length_1943_cov_28.57781	NODE_108_length_1982_cov_10.163342_cutoff_0_type_circular	plasmid	detected	2	0.9007334378156492	0.9991	True	True	2	NODE_108_length_1982_cov_10.163342_cutoff_0_type_circular	1982	0.3	3
RNODE_428_length_4686_cov_43.92415	NODE_30_length_4769_cov_31.960577_cutoff_0_type_circular	plasmid	detected	5	0.5147581273324202	0.999	True	False	2	NODE_30_length_4769_cov_31.960577_cutoff_0_type_circular	4769	0.6	6
RNODE_429_length_2129_cov_51.99106	NODE_95_length_2124_cov_6.925889_cutoff_0_type_circular	plasmid	detected	2	0.989781487508526	0.999	True	True	2	NODE_95_length_2124_cov_6.925889_cutoff_0_type_circular	2124	0.4	3
RNODE_434_length_14801_cov_23.79494	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	plasmid	detected	17	0.9999999999999418	0.9991	True	True	2	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	20288	0.63	24
RNODE_434_length_14801_cov_23.79494	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	plasmid	detected	17	0.9999999999999418	0.9991	True	True	2	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	20288	0.63	24
RNODE_435_length_5602_cov_25.16136	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	plasmid	detected	7	0.9999999999999418	0.9991	True	True	2	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	20288	0.63	24
RNODE_435_length_5602_cov_25.16136	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	plasmid	detected	7	0.9999999999999418	0.9991	True	True	2	NODE_3_length_20288_cov_12.390754_cutoff_0_type_circular	20288	0.63	24
RNODE_439_length_4196_cov_56.49278	NODE_38_length_4279_cov_10.742775_cutoff_0_type_circular	plasmid	detected	5	0.1383052329244352	0.9989	True	False	2	NODE_38_length_4279_cov_10.742775_cutoff_0_type_circular	4279	0.63	5
RNODE_440_length_3551_cov_9.74435	NODE_50_length_3634_cov_9.286570_cutoff_0_type_circular	plasmid	detected	4	0.4976472539611682	0.9986	True	False	2	NODE_50_length_3634_cov_9.286570_cutoff_0_type_circular	3634	0.61	4
RNODE_442_length_4465_cov_7.11694	NODE_32_length_4504_cov_13.654101_cutoff_0_type_circular	plasmid	detected	5	0.8866808713408659	0.9991	True	False	2	NODE_32_length_4504_cov_13.654101_cutoff_0_type_circular	4504	0.37	5
RNODE_444_length_4937_cov_48.00188	NODE_27_length_5020_cov_1.884529_cutoff_0_type_circular	plasmid	undetected_genomad	8	0.9726354096625572	0.9797	False	True	2	NODE_27_length_5020_cov_1.884529_cutoff_0_type_circular	5020	0.52	7
RNODE_455_length_4124_cov_9.17267	NODE_40_length_4163_cov_4.510902_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.995222557765132	0.8788	False	True	2	NODE_40_length_4163_cov_4.510902_cutoff_0_type_circular	4163	0.4	4
RNODE_459_length_2383_cov_4.68776	NODE_83_length_2422_cov_4.086275_cutoff_0_type_circular	plasmid	detected	2	0.987638848967132	0.9956	True	True	2	NODE_83_length_2422_cov_4.086275_cutoff_0_type_circular	2422	0.39	2
RNODE_464_length_2364_cov_17.83117	NODE_82_length_2425_cov_8.793734_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9993422610474144	0.9385	False	True	2	NODE_82_length_2425_cov_8.793734_cutoff_0_type_circular	2425	0.37	2
RNODE_468_length_1541_cov_8.66960	NODE_139_length_1624_cov_37.450234_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9041726042425564	0.2548	False	True	2	NODE_139_length_1624_cov_37.450234_cutoff_0_type_circular	1624	0.58	3
RNODE_479_length_5023_cov_17.63107	NODE_26_length_5106_cov_4.242619_cutoff_0_type_circular	plasmid	detected	7	0.9470175367591784	0.9991	True	True	2	NODE_26_length_5106_cov_4.242619_cutoff_0_type_circular	5106	0.67	8
RNODE_481_length_3960_cov_68.08874	NODE_43_length_3999_cov_7.377841_cutoff_0_type_circular	plasmid	detected	4	0.979540422820804	0.9922	False	True	2	NODE_43_length_3999_cov_7.377841_cutoff_0_type_circular	3999	0.48	5
RNODE_487_length_5196_cov_22.71473	NODE_24_length_5279_cov_8.276786_cutoff_0_type_circular	plasmid	detected	7	0.6182198503922767	0.999	True	False	2	NODE_24_length_5279_cov_8.276786_cutoff_0_type_circular	5279	0.34	7
RNODE_491_length_3124_cov_17.57383	NODE_63_length_3207_cov_56.357468_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9942875444345812	0.9838	False	True	2	NODE_63_length_3207_cov_56.357468_cutoff_0_type_circular	3207	0.63	4
RNODE_493_length_3152_cov_5.77526	NODE_65_length_3191_cov_13.985313_cutoff_0_type_circular	plasmid	detected	4	0.9797645191909018	0.9991	True	True	2	NODE_65_length_3191_cov_13.985313_cutoff_0_type_circular	3191	0.3	5
RNODE_496_length_8599_cov_9.53327	NODE_12_length_8682_cov_7.300058_cutoff_0_type_circular	plasmid	detected	13	0.4549678103931118	0.9887	True	False	2	NODE_12_length_8682_cov_7.300058_cutoff_0_type_circular	8682	0.45	13
RNODE_497_length_1925_cov_6.51336	NODE_105_length_2008_cov_9.209995_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3		0.0358	False	False	2	NODE_105_length_2008_cov_9.209995_cutoff_0_type_circular	2008	0.35	4
RNODE_498_length_2044_cov_7.98216	NODE_100_length_2083_cov_15.977505_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.8843862295583608	0.9778	False	False	2	NODE_100_length_2083_cov_15.977505_cutoff_0_type_circular	2083	0.37	1
RNODE_50_length_1796_cov_6.24352	NODE_115_length_1901_cov_15.890643_cutoff_0_type_circular	plasmid	detected	2	0.4976472539611682	0.9987	True	False	2	NODE_115_length_1901_cov_15.890643_cutoff_0_type_circular	1901	0.35	1
RNODE_534_length_10183_cov_8.47628	NODE_8_length_10266_cov_26.841898_cutoff_0_type_circular	plasmid	undetected_genomad	12	0.9999820778523248	0.9808	False	True	2	NODE_8_length_10266_cov_26.841898_cutoff_0_type_circular	10266	0.6	13
RNODE_537_length_3389_cov_22.49108	NODE_58_length_3428_cov_4.695244_cutoff_0_type_circular	plasmid	detected	4	0.9932342422959664	0.9991	True	True	2	NODE_58_length_3428_cov_4.695244_cutoff_0_type_circular	3428	0.6	4
RNODE_54_length_5865_cov_60.48297	NODE_20_length_5970_cov_15.360945_cutoff_0_type_circular	plasmid	detected	7	0.5963269502981638	0.9991	True	False	2	NODE_20_length_5970_cov_15.360945_cutoff_0_type_circular	5970	0.46	8
RNODE_559_length_3361_cov_13.97064	NODE_57_length_3444_cov_41.030751_cutoff_0_type_circular	plasmid	detected	6	0.823571153167866	0.9991	True	False	2	NODE_57_length_3444_cov_41.030751_cutoff_0_type_circular	3444	0.57	5
RNODE_562_length_2033_cov_5.34232	NODE_97_length_2116_cov_43.141780_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9349095915123088	0.9606	False	True	2	NODE_97_length_2116_cov_43.141780_cutoff_0_type_circular	2116	0.55	3
RNODE_563_length_5038_cov_7.26694	NODE_25_length_5121_cov_9.412695_cutoff_0_type_circular	plasmid	detected	8	0.9949491894087962	0.9991	True	True	2	NODE_25_length_5121_cov_9.412695_cutoff_0_type_circular	5121	0.59	7
RNODE_565_length_1563_cov_11.71995	NODE_134_length_1646_cov_19.789993_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9101394661342972	0.9499	False	True	2	NODE_134_length_1646_cov_19.789993_cutoff_0_type_circular	1646	0.63	3
RNODE_56_length_2028_cov_4.74177	NODE_94_length_2133_cov_11.585244_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.9914	False	True	2	NODE_94_length_2133_cov_11.585244_cutoff_0_type_circular	2133	0.47	2
RNODE_585_length_3212_cov_16.01628	NODE_61_length_3295_cov_10.990846_cutoff_0_type_circular	plasmid	detected	4	0.9816793964042232	0.999	True	True	2	NODE_61_length_3295_cov_10.990846_cutoff_0_type_circular	3295	0.56	3
RNODE_5_length_4125_cov_14.53571	NODE_39_length_4230_cov_9.123324_cutoff_0_type_circular	plasmid	detected	5	0.9417041588187922	0.999	True	True	2	NODE_39_length_4230_cov_9.123324_cutoff_0_type_circular	4230	0.37	5
RNODE_65_length_5443_cov_3.51540	NODE_23_length_5548_cov_11.036525_cutoff_0_type_circular	plasmid	detected	7	0.9010847112691652	0.9991	True	True	2	NODE_23_length_5548_cov_11.036525_cutoff_0_type_circular	5548	0.56	6
RNODE_73_length_2194_cov_7.49125	NODE_86_length_2299_cov_6.728361_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9600892253356365	0.999	False	True	2	NODE_86_length_2299_cov_6.728361_cutoff_0_type_circular	2299	0.34	3
RNODE_74_length_1811_cov_7.67971	NODE_112_length_1916_cov_144.214086_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9971	False	False	2	NODE_112_length_1916_cov_144.214086_cutoff_0_type_circular	1916	0.58	3
RNODE_93_length_1501_cov_3.34415	NODE_143_length_1606_cov_11.394861_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6869120984505906	0.9199	False	False	2	NODE_143_length_1606_cov_11.394861_cutoff_0_type_circular	1606	0.56	3
RNODE_98_length_2627_cov_21.08829	NODE_71_length_2732_cov_4.281766_cutoff_0_type_circular	plasmid	detected	4	0.981640984852988	0.9989	True	True	2	NODE_71_length_2732_cov_4.281766_cutoff_0_type_circular	2732	0.6	4
RNODE_107_length_1496_cov_161.33989	NODE_141_length_1601_cov_18.525780_cutoff_0_type_circular	plasmid	detected	1	0.5723082709367731	0.0654	False	False	3	NODE_141_length_1601_cov_18.525780_cutoff_0_type_circular	1601	0.64	2
RNODE_109_length_1521_cov_3.43229	NODE_136_length_1626_cov_55.210140_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.6615	False	False	3	NODE_136_length_1626_cov_55.210140_cutoff_0_type_circular	1626	0.57	3
RNODE_110_length_1672_cov_10.73939	NODE_120_length_1777_cov_30.240000_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2		0.9872	False	False	3	NODE_120_length_1777_cov_30.240000_cutoff_0_type_circular	1777	0.53	3
RNODE_125_length_3363_cov_4.82640	NODE_55_length_3468_cov_105.354385_cutoff_0_type_circular	plasmid	detected	4	0.9895789190605686	0.9989	True	True	3	NODE_55_length_3468_cov_105.354385_cutoff_0_type_circular	3468	0.36	4
RNODE_133_length_1956_cov_5.95398	NODE_100_length_2061_cov_12.277146_cutoff_0_type_circular	plasmid	detected	3	0.981838268585536	0.9986	True	True	3	NODE_100_length_2061_cov_12.277146_cutoff_0_type_circular	2061	0.52	3
RNODE_139_length_3589_cov_11.15335	NODE_46_length_3694_cov_3.149706_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9682845351464696	0.9865	False	True	3	NODE_46_length_3694_cov_3.149706_cutoff_0_type_circular	3694	0.37	5
RNODE_146_length_5606_cov_4.42067	NODE_19_length_5711_cov_273.988181_cutoff_0_type_circular	plasmid	detected	11	0.9743132470605992	0.9991	True	True	3	NODE_19_length_5711_cov_273.988181_cutoff_0_type_circular	5711	0.58	10
RNODE_149_length_1949_cov_4.19357	NODE_101_length_2054_cov_18.766476_cutoff_0_type_circular	plasmid	detected	1	0.9993555500474118	0.9991	True	True	3	NODE_101_length_2054_cov_18.766476_cutoff_0_type_circular	2054	0.51	2
RNODE_156_length_3948_cov_63.43887	NODE_38_length_4053_cov_10.611819_cutoff_0_type_circular	plasmid	detected	4	0.9930100417164884	0.9991	True	True	3	NODE_38_length_4053_cov_10.611819_cutoff_0_type_circular	4053	0.62	5
RNODE_171_length_3474_cov_9.39716	NODE_49_length_3579_cov_5.297509_cutoff_0_type_circular	plasmid	detected	5	0.9326270229366902	0.9989	True	True	3	NODE_49_length_3579_cov_5.297509_cutoff_0_type_circular	3579	0.46	5
RNODE_193_length_1789_cov_7.19864	NODE_115_length_1894_cov_9.506508_cutoff_0_type_circular	plasmid	detected	3	0.951525367047662	0.9992	True	True	3	NODE_115_length_1894_cov_9.506508_cutoff_0_type_circular	1894	0.5	2
RNODE_200_length_4574_cov_2.94178	NODE_29_length_4679_cov_11.611599_cutoff_0_type_circular	plasmid	detected	7	0.267652225911532	0.9991	True	False	3	NODE_29_length_4679_cov_11.611599_cutoff_0_type_circular	4679	0.41	5
RNODE_220_length_2011_cov_9.40825	NODE_97_length_2116_cov_9.131724_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4850372075237407	0.5558	False	False	3	NODE_97_length_2116_cov_9.131724_cutoff_0_type_circular	2116	0.39	3
RNODE_225_length_25884_cov_6.69550	NODE_2_length_25989_cov_11.655170_cutoff_0_type_circular	plasmid	detected	38	0.9999998145333256	0.9991	True	True	3	NODE_2_length_25989_cov_11.655170_cutoff_0_type_circular	25989	0.62	38
RNODE_227_length_4381_cov_5.48337	NODE_31_length_4486_cov_22.293187_cutoff_0_type_circular	plasmid	detected	5	0.9997262899555944	0.9991	True	True	3	NODE_31_length_4486_cov_22.293187_cutoff_0_type_circular	4486	0.37	6
RNODE_228_length_3093_cov_6.42006	NODE_61_length_3198_cov_75.900358_cutoff_0_type_circular	plasmid	detected	6	0.8191234565507354	0.996	True	False	3	NODE_61_length_3198_cov_75.900358_cutoff_0_type_circular	3198	0.39	5
RNODE_234_length_1595_cov_9.13223	NODE_125_length_1700_cov_304.479975_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.6592294224656505	0.9316	False	False	3	NODE_125_length_1700_cov_304.479975_cutoff_0_type_circular	1700	0.58	3
RNODE_243_length_1453_cov_2.63382	NODE_146_length_1558_cov_3.450035_cutoff_0_type_circular	plasmid	detected	1	0.7871037538323191	0.999	True	False	3	NODE_146_length_1558_cov_3.450035_cutoff_0_type_circular	1558	0.34	1
RNODE_254_length_2341_cov_33.31005	NODE_76_length_2446_cov_132.675291_cutoff_0_type_circular	plasmid	detected	4	0.2986195691443276	0.9986	True	False	3	NODE_76_length_2446_cov_132.675291_cutoff_0_type_circular	2446	0.33	5
RNODE_258_length_1627_cov_2.34517	NODE_124_length_1732_cov_2.730218_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9041726042425564	0.6754	False	True	3	NODE_124_length_1732_cov_2.730218_cutoff_0_type_circular	1732	0.5	3
RNODE_277_length_1592_cov_15.82548	NODE_126_length_1697_cov_49.836306_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.8214001995581407	0.9967	False	False	3	NODE_126_length_1697_cov_49.836306_cutoff_0_type_circular	1697	0.59	2
RNODE_279_length_3658_cov_27.56711	NODE_42_length_3763_cov_20.719472_cutoff_0_type_circular	plasmid	detected	5	0.9804736926746852	0.9991	True	True	3	NODE_42_length_3763_cov_20.719472_cutoff_0_type_circular	3763	0.47	5
RNODE_307_length_2104_cov_13.21902	NODE_87_length_2209_cov_3.096542_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9858568044512824	0.9628	False	True	3	NODE_87_length_2209_cov_3.096542_cutoff_0_type_circular	2209	0.32	3
RNODE_308_length_1875_cov_5.96654	NODE_106_length_1980_cov_10.398273_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	4	0.4976472539611682	0.8091	False	False	3	NODE_106_length_1980_cov_10.398273_cutoff_0_type_circular	1980	0.52	4
RNODE_309_length_1659_cov_3.16188	NODE_122_length_1764_cov_6.493586_cutoff_0_type_circular	plasmid	detected	2	0.9680507460224076	0.9989	True	True	3	NODE_122_length_1764_cov_6.493586_cutoff_0_type_circular	1764	0.41	2
RNODE_311_length_2760_cov_6.45983	NODE_65_length_2865_cov_6.793280_cutoff_0_type_circular	plasmid	undetected_genomad	5	0.9870576324072908	0.6323	False	True	3	NODE_65_length_2865_cov_6.793280_cutoff_0_type_circular	2865	0.39	5
RNODE_318_length_3470_cov_3.16589	NODE_50_length_3575_cov_6.500290_cutoff_0_type_circular	plasmid	detected	4	0.9755158994089834	0.9989	True	True	3	NODE_50_length_3575_cov_6.500290_cutoff_0_type_circular	3575	0.32	5
RNODE_31_length_1357_cov_12.09363	NODE_150_length_1462_cov_6.275655_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.7871037538323191	0.999	False	False	3	NODE_150_length_1462_cov_6.275655_cutoff_0_type_circular	1462	0.53	2
RNODE_320_length_4859_cov_4.38495	NODE_26_length_4964_cov_21.166839_cutoff_0_type_circular	plasmid	undetected_genomad	7	0.9979702987254724	0.998	False	True	3	NODE_26_length_4964_cov_21.166839_cutoff_0_type_circular	4964	0.58	9
RNODE_322_length_4175_cov_18.22923	NODE_34_length_4280_cov_7.891163_cutoff_0_type_circular	plasmid	detected	5	0.9935404034120964	0.9827	True	True	3	NODE_34_length_4280_cov_7.891163_cutoff_0_type_circular	4280	0.59	6
RNODE_324_length_1537_cov_10.20528	NODE_133_length_1642_cov_5.801980_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.948	False	False	3	NODE_133_length_1642_cov_5.801980_cutoff_0_type_circular	1642	0.59	3
RNODE_32_length_11742_cov_6.79514	NODE_6_length_11847_cov_22.780802_cutoff_0_type_circular	plasmid	detected	13	0.9999969974897072	0.9983	True	True	3	NODE_6_length_11847_cov_22.780802_cutoff_0_type_circular	11847	0.68	13
RNODE_336_length_3563_cov_7.20249	NODE_47_length_3668_cov_9.818130_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9709293214691316	0.9666	False	True	3	NODE_47_length_3668_cov_9.818130_cutoff_0_type_circular	3668	0.4	4
RNODE_342_length_1543_cov_10.88823	NODE_131_length_1648_cov_4.008547_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.6869120984505906	0.9155	False	False	3	NODE_131_length_1648_cov_4.008547_cutoff_0_type_circular	1648	0.58	2
RNODE_346_length_1757_cov_2.65187	NODE_117_length_1862_cov_4.752161_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4953304447872281	0.3339	False	False	3	NODE_117_length_1862_cov_4.752161_cutoff_0_type_circular	1862	0.31	3
RNODE_355_length_1663_cov_6.12066	NODE_121_length_1768_cov_15.439976_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	1	0.6749653342311849	0.999	False	False	3	NODE_121_length_1768_cov_15.439976_cutoff_0_type_circular	1768	0.38	1
RNODE_360_length_7414_cov_9.06737	NODE_12_length_7519_cov_14.594832_cutoff_0_type_circular	plasmid	detected	6	0.9880831126564342	0.999	True	True	3	NODE_12_length_7519_cov_14.594832_cutoff_0_type_circular	7519	0.6	7
RNODE_361_length_3164_cov_8.88447	NODE_59_length_3269_cov_2.827180_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	5		0.8723	False	False	3	NODE_59_length_3269_cov_2.827180_cutoff_0_type_circular	3269	0.52	6
RNODE_362_length_3387_cov_8.21902	NODE_53_length_3492_cov_15.432987_cutoff_0_type_circular	plasmid	detected	5	0.9197693054581046	0.999	True	True	3	NODE_53_length_3492_cov_15.432987_cutoff_0_type_circular	3492	0.35	4
RNODE_372_length_2448_cov_3.45466	NODE_72_length_2553_cov_79.053174_cutoff_0_type_circular	plasmid	detected	3	0.774884093373189	0.9991	True	False	3	NODE_72_length_2553_cov_79.053174_cutoff_0_type_circular	2553	0.33	3
RNODE_374_length_1862_cov_9.75489	NODE_107_length_1967_cov_4.370109_cutoff_0_type_circular	plasmid	undetected_genomad	3	0.9518120319234968	0.999	False	True	3	NODE_107_length_1967_cov_4.370109_cutoff_0_type_circular	1967	0.55	4
RNODE_381_length_1819_cov_13.04118	NODE_109_length_1924_cov_2.398442_cutoff_0_type_circular	plasmid	detected	1	0.9818380104058212	0.999	True	True	3	NODE_109_length_1924_cov_2.398442_cutoff_0_type_circular	1924	0.43	2
RNODE_383_length_2253_cov_7.64097	NODE_82_length_2358_cov_21.928732_cutoff_0_type_circular	plasmid	detected	2	0.9992239995693166	0.9991	True	True	3	NODE_82_length_2358_cov_21.928732_cutoff_0_type_circular	2358	0.35	2
RNODE_38_length_1552_cov_8.47059	NODE_130_length_1657_cov_19.892810_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	2	0.4976472539611682	0.9367	False	False	3	NODE_130_length_1657_cov_19.892810_cutoff_0_type_circular	1657	0.6	3
RNODE_396_length_4766_cov_5.16589	NODE_27_length_4871_cov_7.376686_cutoff_0_type_circular	plasmid	detected	6	0.334158581042503	0.9989	True	False	3	NODE_27_length_4871_cov_7.376686_cutoff_0_type_circular	4871	0.31	7
RNODE_411_length_4317_cov_4.49267	NODE_32_length_4422_cov_28.479162_cutoff_0_type_circular	plasmid	detected	8	0.9182721497602784	0.9991	True	True	3	NODE_32_length_4422_cov_28.479162_cutoff_0_type_circular	4422	0.64	8
RNODE_415_length_2147_cov_6.45506	NODE_85_length_2252_cov_2.831529_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.8785744561287391	0.9988	False	False	3	NODE_85_length_2252_cov_2.831529_cutoff_0_type_circular	2252	0.37	2
RNODE_423_length_1943_cov_28.57781	NODE_105_length_1982_cov_14.355256_cutoff_0_type_circular	plasmid	detected	2	0.9921586846813556	0.9991	True	True	3	NODE_105_length_1982_cov_14.355256_cutoff_0_type_circular	1982	0.3	3
RNODE_428_length_4686_cov_43.92415	NODE_28_length_4769_cov_16.466825_cutoff_0_type_circular	plasmid	detected	5	0.959155947671622	0.999	True	True	3	NODE_28_length_4769_cov_16.466825_cutoff_0_type_circular	4769	0.6	5
RNODE_429_length_2129_cov_51.99106	NODE_94_length_2124_cov_2.747121_cutoff_0_type_circular	plasmid	detected	2	0.9818380104058212	0.999	True	True	3	NODE_94_length_2124_cov_2.747121_cutoff_0_type_circular	2124	0.4	2
RNODE_434_length_14801_cov_23.79494	NODE_1_length_14884_cov_8.672223_cutoff_5_type_circular	plasmid	detected	17	0.999999999591004	0.9991	True	True	3	NODE_1_length_14884_cov_8.672223_cutoff_5_type_circular	14884	0.62	17
RNODE_439_length_4196_cov_56.49278	NODE_35_length_4279_cov_5.217726_cutoff_0_type_circular	plasmid	detected	5	0.2374530525891713	0.9991	True	False	3	NODE_35_length_4279_cov_5.217726_cutoff_0_type_circular	4279	0.63	5
RNODE_440_length_3551_cov_9.74435	NODE_48_length_3634_cov_5.497861_cutoff_0_type_circular	plasmid	detected	4	0.4976472539611682	0.9987	True	False	3	NODE_48_length_3634_cov_5.497861_cutoff_0_type_circular	3634	0.62	4
RNODE_442_length_4465_cov_7.11694	NODE_30_length_4504_cov_6.480923_cutoff_0_type_circular	plasmid	detected	5	0.8866808713408659	0.9991	True	False	3	NODE_30_length_4504_cov_6.480923_cutoff_0_type_circular	4504	0.37	6
RNODE_459_length_2383_cov_4.68776	NODE_80_length_2422_cov_3.483224_cutoff_0_type_circular	plasmid	detected	2	0.987638848967132	0.9988	True	True	3	NODE_80_length_2422_cov_3.483224_cutoff_0_type_circular	2422	0.39	2
RNODE_464_length_2364_cov_17.83117	NODE_79_length_2425_cov_8.329417_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.9993422610474144	0.7021	False	True	3	NODE_79_length_2425_cov_8.329417_cutoff_0_type_circular	2425	0.37	2
RNODE_468_length_1541_cov_8.66960	NODE_137_length_1624_cov_53.060788_cutoff_0_type_circular	plasmid	undetected_genomad	2	0.4976472539611682	0.0056	False	False	3	NODE_137_length_1624_cov_53.060788_cutoff_0_type_circular	1624	0.57	3
RNODE_479_length_5023_cov_17.63107	NODE_25_length_5106_cov_9.000000_cutoff_0_type_circular	plasmid	detected	7	0.9601832854681372	0.999	True	True	3	NODE_25_length_5106_cov_9.000000_cutoff_0_type_circular	5106	0.67	7
RNODE_481_length_3960_cov_68.08874	NODE_40_length_3999_cov_6.675620_cutoff_0_type_circular	plasmid	detected	4	0.9986436155113804	0.999	True	True	3	NODE_40_length_3999_cov_6.675620_cutoff_0_type_circular	3999	0.47	5
RNODE_487_length_5196_cov_22.71473	NODE_23_length_5279_cov_20.056871_cutoff_0_type_circular	plasmid	detected	7	0.6182198503922767	0.999	True	False	3	NODE_23_length_5279_cov_20.056871_cutoff_0_type_circular	5279	0.34	7
RNODE_491_length_3124_cov_17.57383	NODE_60_length_3207_cov_9.946429_cutoff_0_type_circular	plasmid	undetected_genomad	4	0.9942875444345812	0.9844	False	True	3	NODE_60_length_3207_cov_9.946429_cutoff_0_type_circular	3207	0.62	4
RNODE_493_length_3152_cov_5.77526	NODE_62_length_3191_cov_5.887402_cutoff_0_type_circular	plasmid	detected	4	0.9007334378156492	0.999	True	True	3	NODE_62_length_3191_cov_5.887402_cutoff_0_type_circular	3191	0.29	5
RNODE_496_length_8599_cov_9.53327	NODE_11_length_8682_cov_6.732320_cutoff_0_type_circular	plasmid	detected	13	0.155577676420277	0.9926	True	False	3	NODE_11_length_8682_cov_6.732320_cutoff_0_type_circular	8682	0.45	13
RNODE_497_length_1925_cov_6.51336	NODE_102_length_2008_cov_10.162679_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.7871037538323191	0.1693	False	False	3	NODE_102_length_2008_cov_10.162679_cutoff_0_type_circular	2008	0.35	4
RNODE_498_length_2044_cov_7.98216	NODE_98_length_2083_cov_6.792434_cutoff_0_type_circular	plasmid	undetected_genomad	1	0.9978282459138476	0.8426	False	True	3	NODE_98_length_2083_cov_6.792434_cutoff_0_type_circular	2083	0.37	2
RNODE_50_length_1796_cov_6.24352	NODE_114_length_1901_cov_23.440248_cutoff_0_type_circular	plasmid	detected	2	0.4976472539611682	0.9988	True	False	3	NODE_114_length_1901_cov_23.440248_cutoff_0_type_circular	1901	0.35	1
RNODE_513_length_2330_cov_8.01964	NODE_81_length_2413_cov_8.991689_cutoff_0_type_circular	plasmid	undetected_genomad_plasx	3	0.4976472539611682	0.9983	False	False	3	NODE_81_length_2413_cov_8.991689_cutoff_0_type_circular	2413	0.51	3
RNODE_534_length_10183_cov_8.47628	NODE_8_length_10266_cov_9.361377_cutoff_0_type_circular	plasmid	undetected_genomad	12	0.9999820778523248	0.9825	False	True	3	NODE_8_length_10266_cov_9.361377_cutoff_0_type_circular	10266	0.6	12
RNODE_537_length_3389_cov_22.49108	NODE_57_length_3428_cov_5.791275_cutoff_0_type_circular	plasmid	detected	4	0.9922656645257186	0.9991	True	True	3	NODE_57_length_3428_cov_5.791275_cutoff_0_type_circular	3428	0.6	4
RNODE_54_length_5865_cov_60.48297	NODE_18_length_5970_cov_8.094472_cutoff_0_type_circular	plasmid	detected	7	0.9580035963235114	0.9991	True	True	3	NODE_18_length_5970_cov_8.094472_cutoff_0_type_circular	5970	0.45	7
RNODE_559_length_3361_cov_13.97064	NODE_56_length_3444_cov_30.063913_cutoff_0_type_circular	plasmid	detected	6	0.823571153167866	0.9991	True	False	3	NODE_56_length_3444_cov_30.063913_cutoff_0_type_circular	3444	0.57	5
RNODE_560_length_3911_cov_3.86563	NODE_41_length_3994_cov_6.006206_cutoff_0_type_circular	plasmid	detected	5	0.8741456243402638	0.9991	True	False	3	NODE_41_length_3994_cov_6.006206_cutoff_0_type_circular	3994	0.52	5
