reference_genomes	contigs	ID	renamed_contigs	megahit_detection	num_gene_calls_reference	plasx_score	genomad_score	genomad_identified	plasx_identified	CAMI_Sample	name	contig_length	GC_contig	0	1	num_gene_calls_contig
RNODE_31_length_1357_cov_12.09363	k141_360329	plasmid	c_000000357062	undetected_genomad_plasx	1	0.7871037538323191	0.9987	False	False	4	k141_360329	1454	0.53	c_000000357062	k141_360329	3.0
RNODE_320_length_4859_cov_4.38495	k141_162750	plasmid	c_000000146510	undetected_genomad	7	0.9885897066118506	0.9936	False	True	4	k141_162750	4910	0.58	c_000000146510	k141_162750	9.0
RNODE_322_length_4175_cov_18.22923	k141_360325	plasmid	c_000000357026	detected	5	0.9954907272066976	0.9383	True	True	4	k141_360325	4294	0.59	c_000000357026	k141_360325	6.0
RNODE_324_length_1537_cov_10.20528	k141_360410	plasmid	c_000000357951	undetected_genomad_plasx	3	0.4976472539611682	0.2808	False	False	4	k141_360410	1656	0.6	c_000000357951	k141_360410	3.0
RNODE_32_length_11742_cov_6.79514	k141_360289	plasmid	c_000000356472	detected	13	0.9999934455467424	0.9959	True	True	4	k141_360289	11839	0.67	c_000000356472	k141_360289	12.0
RNODE_336_length_3563_cov_7.20249	k141_360275	plasmid	c_000000356203	undetected_genomad	3	0.9925663437453583	0.9743	False	True	4	k141_360275	3638	0.4	c_000000356203	k141_360275	4.0
RNODE_342_length_1543_cov_10.88823	k141_360351	plasmid	c_000000357368	undetected_genomad_plasx	2	0.6869120984505906	0.9415	False	False	4	k141_360351	1662	0.58	c_000000357368	k141_360351	2.0
RNODE_355_length_1663_cov_6.12066	k141_360322	plasmid	c_000000357012	undetected_genomad	1	0.6749653342311849	0.9874	False	False	4	k141_360322	1782	0.37	c_000000357012	k141_360322	2.0
RNODE_360_length_7414_cov_9.06737	k141_121237	plasmid	c_000000241530	detected	6	0.9999808970130454	0.9985	True	True	4	k141_121237	3226	0.59	c_000000241530	k141_121237	4.0
RNODE_360_length_7414_cov_9.06737	k141_153212	plasmid	c_000000226240	detected	6	0.1518152545296947	0.9638	False	False	4	k141_153212	2001	0.58	c_000000226240	k141_153212	2.0
RNODE_360_length_7414_cov_9.06737	k141_232288	plasmid	c_000000215098	detected	6		0.8143	False	False	4	k141_232288	1109	0.61	c_000000215098	k141_232288	1.0
RNODE_360_length_7414_cov_9.06737	k141_358144	plasmid	c_000000288613	detected	6	0.1141191158851692	0.9075	False	False	4	k141_358144	1265	0.63	c_000000288613	k141_358144	2.0
RNODE_361_length_3164_cov_8.88447	k141_360286	plasmid	c_000000356382	undetected_genomad_plasx	5		0.8428	False	False	4	k141_360286	3283	0.52	c_000000356382	k141_360286	5.0
RNODE_362_length_3387_cov_8.21902	k141_360238	plasmid	c_000000354596	detected	5	0.9255345147962152	0.9986	True	True	4	k141_360238	3506	0.36	c_000000354596	k141_360238	4.0
RNODE_372_length_2448_cov_3.45466	k141_360246	plasmid	c_000000355082	detected	3	0.7900829148824025	0.9988	True	False	4	k141_360246	2567	0.33	c_000000355082	k141_360246	3.0
RNODE_374_length_1862_cov_9.75489	k141_360315	plasmid	c_000000356882	undetected_genomad	3	0.9518120319234968	0.9986	False	True	4	k141_360315	1981	0.55	c_000000356882	k141_360315	4.0
RNODE_383_length_2253_cov_7.64097	k141_135588	plasmid	c_000000016913	detected	2		0.0107	False	False	4	k141_135588	288	0.3	c_000000016913	k141_135588	
RNODE_383_length_2253_cov_7.64097	k141_26368	plasmid	c_000000144827	detected	2		0.0117	False	False	4	k141_26368	383	0.33	c_000000144827	k141_26368	
RNODE_383_length_2253_cov_7.64097	k141_273644	plasmid	c_000000102639	detected	2		0.0107	False	False	4	k141_273644	429	0.33	c_000000102639	k141_273644	1.0
RNODE_383_length_2253_cov_7.64097	k141_308945	plasmid	c_000000156688	detected	2		0.1472	False	False	4	k141_308945	434	0.33	c_000000156688	k141_308945	
RNODE_383_length_2253_cov_7.64097	k141_312550	plasmid	c_000000276584	detected	2	0.9818380104058212	0.9989	True	True	4	k141_312550	2372	0.35	c_000000276584	k141_312550	1.0
RNODE_383_length_2253_cov_7.64097	k141_341123	plasmid	c_000000107979	detected	2		0.014	False	False	4	k141_341123	343	0.32	c_000000107979	k141_341123	
RNODE_383_length_2253_cov_7.64097	k141_8920	plasmid	c_000000305041	detected	2	0.1222583720100877	0.0169	False	False	4	k141_8920	345	0.29	c_000000305041	k141_8920	1.0
RNODE_38_length_1552_cov_8.47059	k141_360363	plasmid	c_000000357464	undetected_genomad_plasx	2	0.6869120984505906	0.9172	False	False	4	k141_360363	1671	0.6	c_000000357464	k141_360363	3.0
RNODE_400_length_5708_cov_9.81991	k141_177456	plasmid	c_000000262579	undetected_genomad	5	0.9891538812834356	0.2359	False	True	4	k141_177456	3998	0.3	c_000000262579	k141_177456	5.0
RNODE_400_length_5708_cov_9.81991	k141_238492	plasmid	c_000000068020	undetected_genomad	5	0.8407356609793842	0.0249	False	False	4	k141_238492	664	0.33	c_000000068020	k141_238492	1.0
RNODE_400_length_5708_cov_9.81991	k141_336686	plasmid	c_000000338140	undetected_genomad	5		0.1397	False	False	4	k141_336686	1339	0.32	c_000000338140	k141_336686	1.0
RNODE_411_length_4317_cov_4.49267	k141_360364	plasmid	c_000000357500	detected	8	0.9182721497602784	0.9989	True	True	4	k141_360364	4415	0.64	c_000000357500	k141_360364	7.0
RNODE_420_length_1334_cov_5.52134	k141_360304	plasmid	c_000000356786	detected	3	0.5988352049176365	0.9987	True	False	4	k141_360304	1453	0.48	c_000000356786	k141_360304	3.0
RNODE_423_length_1943_cov_28.57781	k141_360232	plasmid	c_000000353703	detected	2	0.9007334378156492	0.9989	True	True	4	k141_360232	1996	0.3	c_000000353703	k141_360232	2.0
RNODE_428_length_4686_cov_43.92415	k141_360386	plasmid	c_000000357746	detected	5	0.9632097227349328	0.9987	True	True	4	k141_360386	4783	0.6	c_000000357746	k141_360386	6.0
RNODE_429_length_2129_cov_51.99106	k141_360270	plasmid	c_000000356056	detected	2	0.9991899784300408	0.9989	True	True	4	k141_360270	2138	0.4	c_000000356056	k141_360270	3.0
RNODE_434_length_14801_cov_23.79494	k141_267074	plasmid	c_000000244271	detected	17	0.9999999995255096	0.999	True	True	4	k141_267074	14733	0.62	c_000000244271	k141_267074	17.0
RNODE_435_length_5602_cov_25.16136	k141_268547	plasmid	c_000000290311	detected	7	0.2871809284100211	0.6469	False	False	4	k141_268547	1244	0.62	c_000000290311	k141_268547	2.0
RNODE_435_length_5602_cov_25.16136	k141_299956	plasmid	c_000000199184	detected	7		0.323	False	False	4	k141_299956	350	0.63	c_000000199184	k141_299956	
RNODE_435_length_5602_cov_25.16136	k141_319460	plasmid	c_000000167157	detected	7	0.9992870038412376	0.999	True	True	4	k141_319460	2541	0.65	c_000000167157	k141_319460	3.0
RNODE_435_length_5602_cov_25.16136	k141_69819	plasmid	c_000000063396	detected	7	0.2891790996023254	0.999	True	False	4	k141_69819	1583	0.62	c_000000063396	k141_69819	3.0
RNODE_439_length_4196_cov_56.49278	k141_114164	plasmid	c_000000042045	detected	5	0.2374530525891713	0.9985	True	False	4	k141_114164	3431	0.63	c_000000042045	k141_114164	4.0
RNODE_439_length_4196_cov_56.49278	k141_29315	plasmid	c_000000228818	detected	5		0.9987	True	False	4	k141_29315	1218	0.64	c_000000228818	k141_29315	2.0
RNODE_440_length_3551_cov_9.74435	k141_246593	plasmid	c_000000338500	detected	4	0.4976472539611682	0.9982	True	False	4	k141_246593	3754	0.62	c_000000338500	k141_246593	4.0
RNODE_442_length_4465_cov_7.11694	k141_360252	plasmid	c_000000355381	detected	5	0.8866808713408659	0.999	True	False	4	k141_360252	4474	0.37	c_000000355381	k141_360252	5.0
RNODE_459_length_2383_cov_4.68776	k141_360293	plasmid	c_000000356565	detected	2	0.987638848967132	0.9983	True	True	4	k141_360293	2436	0.39	c_000000356565	k141_360293	2.0
RNODE_464_length_2364_cov_17.83117	k141_360260	plasmid	c_000000355721	undetected_genomad	2	0.9999459859486214	0.9316	False	True	4	k141_360260	2395	0.37	c_000000355721	k141_360260	3.0
RNODE_468_length_1541_cov_8.66960	k141_360415	plasmid	c_000000357987	undetected_genomad	2	0.9041726042425564	0.0303	False	True	4	k141_360415	1638	0.57	c_000000357987	k141_360415	3.0
RNODE_474_length_1569_cov_5.24895	k141_360360	plasmid	c_000000357420	undetected_genomad_plasx	3		0.6097	False	False	4	k141_360360	1666	0.52	c_000000357420	k141_360360	4.0
RNODE_479_length_5023_cov_17.63107	k141_360336	plasmid	c_000000357157	detected	7	0.9717145699998628	0.9989	True	True	4	k141_360336	5099	0.67	c_000000357157	k141_360336	7.0
RNODE_481_length_3960_cov_68.08874	k141_360265	plasmid	c_000000355891	detected	4	0.9874884466716788	0.9989	True	True	4	k141_360265	3969	0.47	c_000000355891	k141_360265	4.0
RNODE_487_length_5196_cov_22.71473	k141_360269	plasmid	c_000000356040	detected	7	0.6182198503922767	0.9987	True	False	4	k141_360269	5293	0.34	c_000000356040	k141_360269	7.0
RNODE_491_length_3124_cov_17.57383	k141_360409	plasmid	c_000000357940	undetected_genomad	4	0.9991287179387844	0.9799	False	True	4	k141_360409	3221	0.62	c_000000357940	k141_360409	5.0
RNODE_493_length_3152_cov_5.77526	k141_251727	plasmid	c_000000133125	detected	4	0.9007334378156492	0.9987	True	True	4	k141_251727	3108	0.3	c_000000133125	k141_251727	4.0
RNODE_496_length_8599_cov_9.53327	k141_360321	plasmid	c_000000357002	detected	13	0.1780797235905351	0.9759	True	False	4	k141_360321	8696	0.45	c_000000357002	k141_360321	13.0
RNODE_497_length_1925_cov_6.51336	k141_360271	plasmid	c_000000356069	undetected_genomad_plasx	3	0.7871037538323191	0.0167	False	False	4	k141_360271	2022	0.35	c_000000356069	k141_360271	4.0
RNODE_498_length_2044_cov_7.98216	k141_351114	plasmid	c_000000074446	undetected_genomad	1	0.8843862295583608	0.972	False	False	4	k141_351114	2059	0.36	c_000000074446	k141_351114	1.0
RNODE_50_length_1796_cov_6.24352	k141_360331	plasmid	c_000000357083	detected	2	0.4976472539611682	0.9842	True	False	4	k141_360331	1915	0.35	c_000000357083	k141_360331	2.0
RNODE_512_length_1592_cov_43.29688	k141_360441	plasmid	c_000000358139	undetected_genomad	2	0.9041726042425564	0.0318	False	True	4	k141_360441	1689	0.58	c_000000358139	k141_360441	3.0
RNODE_513_length_2330_cov_8.01964	k141_360327	plasmid	c_000000357045	undetected_genomad_plasx	3	0.4976472539611682	0.8034	False	False	4	k141_360327	2427	0.5	c_000000357045	k141_360327	3.0
RNODE_524_length_1679_cov_2.99128	k141_360426	plasmid	c_000000358076	undetected_genomad_plasx	2		0.7557	False	False	4	k141_360426	1776	0.56	c_000000358076	k141_360426	3.0
RNODE_537_length_3389_cov_22.49108	k141_360362	plasmid	c_000000357450	detected	4	0.9945987735244096	0.999	True	True	4	k141_360362	3442	0.6	c_000000357450	k141_360362	3.0
RNODE_54_length_5865_cov_60.48297	k141_327341	plasmid	c_000000017563	detected	7		0.092	False	False	4	k141_327341	390	0.42	c_000000017563	k141_327341	1.0
RNODE_54_length_5865_cov_60.48297	k141_327350	plasmid	c_000000017963	detected	7	0.9588659684068864	0.999	True	True	4	k141_327350	5984	0.45	c_000000017963	k141_327350	7.0
RNODE_559_length_3361_cov_13.97064	k141_360306	plasmid	c_000000356832	detected	6	0.822219014583309	0.999	True	False	4	k141_360306	3458	0.58	c_000000356832	k141_360306	6.0
RNODE_560_length_3911_cov_3.86563	k141_360240	plasmid	c_000000354736	detected	5	0.8741456243402638	0.9989	True	False	4	k141_360240	4008	0.52	c_000000354736	k141_360240	6.0
RNODE_562_length_2033_cov_5.34232	k141_360335	plasmid	c_000000357123	undetected_genomad	2	0.9349095915123088	0.9495	False	True	4	k141_360335	2109	0.55	c_000000357123	k141_360335	2.0
RNODE_563_length_5038_cov_7.26694	k141_360372	plasmid	c_000000357580	detected	8	0.9949491894087962	0.999	True	True	4	k141_360372	5135	0.59	c_000000357580	k141_360372	8.0
RNODE_565_length_1563_cov_11.71995	k141_360382	plasmid	c_000000357632	undetected_genomad_plasx	3	0.8214001995581407	0.923	False	False	4	k141_360382	1660	0.63	c_000000357632	k141_360382	2.0
RNODE_56_length_2028_cov_4.74177	k141_360333	plasmid	c_000000357101	undetected_genomad	3	0.9041726042425564	0.9437	False	True	4	k141_360333	2138	0.46	c_000000357101	k141_360333	2.0
RNODE_583_length_3095_cov_44.70980	k141_86924	plasmid	c_000000233686	undetected_genomad_plasx	5	0.4976472539611682	0.9452	False	False	4	k141_86924	3163	0.55	c_000000233686	k141_86924	5.0
RNODE_584_length_2761_cov_46.10439	k141_360290	plasmid	c_000000356502	detected	4	0.5413745080265723	0.9987	True	False	4	k141_360290	2858	0.56	c_000000356502	k141_360290	4.0
RNODE_5_length_4125_cov_14.53571	k141_360261	plasmid	c_000000355773	detected	5	0.9417041588187922	0.9984	True	True	4	k141_360261	4244	0.36	c_000000355773	k141_360261	6.0
RNODE_65_length_5443_cov_3.51540	k141_360297	plasmid	c_000000356686	detected	7	0.700937771785042	0.9988	True	False	4	k141_360297	5541	0.56	c_000000356686	k141_360297	7.0
RNODE_73_length_2194_cov_7.49125	k141_360236	plasmid	c_000000354114	undetected_genomad	2	0.9600892253356365	0.9984	False	True	4	k141_360236	2313	0.34	c_000000354114	k141_360236	3.0
RNODE_74_length_1811_cov_7.67971	k141_126566	plasmid	c_000000085189	undetected_genomad_plasx	3		0.0431	False	False	4	k141_126566	351	0.57	c_000000085189	k141_126566	1.0
RNODE_74_length_1811_cov_7.67971	k141_13289	plasmid	c_000000064024	undetected_genomad_plasx	3		0.1053	False	False	4	k141_13289	455	0.57	c_000000064024	k141_13289	1.0
RNODE_74_length_1811_cov_7.67971	k141_148209	plasmid	c_000000071845	undetected_genomad_plasx	3		0.1202	False	False	4	k141_148209	371	0.56	c_000000071845	k141_148209	2.0
RNODE_74_length_1811_cov_7.67971	k141_150729	plasmid	c_000000144121	undetected_genomad_plasx	3		0.0272	False	False	4	k141_150729	398	0.56	c_000000144121	k141_150729	1.0
RNODE_74_length_1811_cov_7.67971	k141_220032	plasmid	c_000000182593	undetected_genomad_plasx	3		0.0211	False	False	4	k141_220032	383	0.58	c_000000182593	k141_220032	1.0
RNODE_74_length_1811_cov_7.67971	k141_244168	plasmid	c_000000242725	undetected_genomad_plasx	3		0.0775	False	False	4	k141_244168	562	0.59	c_000000242725	k141_244168	2.0
RNODE_74_length_1811_cov_7.67971	k141_303266	plasmid	c_000000301366	undetected_genomad_plasx	3		0.0127	False	False	4	k141_303266	381	0.56	c_000000301366	k141_303266	1.0
RNODE_74_length_1811_cov_7.67971	k141_68105	plasmid	c_000000012592	undetected_genomad_plasx	3	0.7642539173981386	0.9952	False	False	4	k141_68105	1930	0.58	c_000000012592	k141_68105	3.0
RNODE_74_length_1811_cov_7.67971	k141_93230	plasmid	c_000000113181	undetected_genomad_plasx	3		0.0275	False	False	4	k141_93230	459	0.56	c_000000113181	k141_93230	2.0
RNODE_93_length_1501_cov_3.34415	k141_360429	plasmid	c_000000358091	undetected_genomad_plasx	3	0.6869120984505906	0.9574	False	False	4	k141_360429	1620	0.56	c_000000358091	k141_360429	3.0
RNODE_94_length_3002_cov_6.48725	k141_360292	plasmid	c_000000356545	detected	3	0.9007334378156492	0.999	True	True	4	k141_360292	3099	0.33	c_000000356545	k141_360292	4.0
RNODE_98_length_2627_cov_21.08829	k141_360267	plasmid	c_000000355929	detected	4	0.981640984852988	0.9987	True	True	4	k141_360267	2746	0.6	c_000000355929	k141_360267	3.0
RNODE_107_length_1496_cov_161.33989	k141_401140	plasmid	c_000000365379	detected	1	0.8981257399894975	0.0195	False	False	5	k141_401140	1615	0.64	c_000000365379	k141_401140	2.0
RNODE_109_length_1521_cov_3.43229	k141_401166	plasmid	c_000000369612	undetected_genomad_plasx	2	0.6869120984505906	0.3618	False	False	5	k141_401166	1640	0.58	c_000000369612	k141_401166	3.0
RNODE_110_length_1672_cov_10.73939	k141_401182	plasmid	c_000000371927	undetected_genomad_plasx	2		0.663	False	False	5	k141_401182	1791	0.52	c_000000371927	k141_401182	3.0
RNODE_125_length_3363_cov_4.82640	k141_401307	plasmid	c_000000378222	detected	4	0.98874549582615	0.9987	True	True	5	k141_401307	3482	0.36	c_000000378222	k141_401307	4.0
RNODE_133_length_1956_cov_5.95398	k141_401199	plasmid	c_000000373609	detected	3	0.9992536500036984	0.9987	True	True	5	k141_401199	2075	0.51	c_000000373609	k141_401199	3.0
RNODE_146_length_5606_cov_4.42067	k141_401168	plasmid	c_000000369985	detected	11	0.9720383171755648	0.9989	True	True	5	k141_401168	5725	0.59	c_000000369985	k141_401168	11.0
RNODE_149_length_1949_cov_4.19357	k141_401298	plasmid	c_000000377454	detected	1	0.9974306733523772	0.9988	True	True	5	k141_401298	2068	0.51	c_000000377454	k141_401298	2.0
RNODE_156_length_3948_cov_63.43887	k141_109758	plasmid	c_000000050031	detected	4	0.994519962379059	0.999	True	True	5	k141_109758	3769	0.62	c_000000050031	k141_109758	5.0
RNODE_171_length_3474_cov_9.39716	k141_401229	plasmid	c_000000374842	detected	5	0.9913171537900004	0.9984	True	True	5	k141_401229	3593	0.46	c_000000374842	k141_401229	5.0
RNODE_193_length_1789_cov_7.19864	k141_166229	plasmid	c_000000348428	detected	3	0.951525367047662	0.9989	True	True	5	k141_166229	1947	0.5	c_000000348428	k141_166229	3.0
RNODE_200_length_4574_cov_2.94178	k141_401314	plasmid	c_000000378876	detected	7	0.3110307733549224	0.9989	True	False	5	k141_401314	4693	0.41	c_000000378876	k141_401314	7.0
RNODE_220_length_2011_cov_9.40825	k141_401337	plasmid	c_000000380324	undetected_genomad	3	0.4850372075237407	0.0968	False	False	5	k141_401337	2130	0.39	c_000000380324	k141_401337	2.0
RNODE_225_length_25884_cov_6.69550	k141_124977	plasmid	c_000000384837	detected	38	0.2389140654216124	0.0484	False	False	5	k141_124977	740	0.58	c_000000384837	k141_124977	1.0
RNODE_225_length_25884_cov_6.69550	k141_175983	plasmid	c_000000012590	detected	38		0.4943	False	False	5	k141_175983	507	0.64	c_000000012590	k141_175983	1.0
RNODE_225_length_25884_cov_6.69550	k141_229498	plasmid	c_000000169031	detected	38		0.6291	False	False	5	k141_229498	795	0.6	c_000000169031	k141_229498	2.0
RNODE_225_length_25884_cov_6.69550	k141_239894	plasmid	c_000000290742	detected	38		0.9324	False	False	5	k141_239894	1332	0.65	c_000000290742	k141_239894	3.0
RNODE_225_length_25884_cov_6.69550	k141_245667	plasmid	c_000000166076	detected	38		0.9771	False	False	5	k141_245667	1870	0.6	c_000000166076	k141_245667	5.0
RNODE_225_length_25884_cov_6.69550	k141_278097	plasmid	c_000000101837	detected	38	0.2333022502661606	0.0271	False	False	5	k141_278097	454	0.59	c_000000101837	k141_278097	1.0
RNODE_225_length_25884_cov_6.69550	k141_290731	plasmid	c_000000328947	detected	38	0.5207819007840192	0.9989	True	False	5	k141_290731	3945	0.64	c_000000328947	k141_290731	3.0
RNODE_225_length_25884_cov_6.69550	k141_305699	plasmid	c_000000217421	detected	38		0.0923	False	False	5	k141_305699	375	0.58	c_000000217421	k141_305699	1.0
RNODE_225_length_25884_cov_6.69550	k141_318139	plasmid	c_000000013235	detected	38		0.8957	False	False	5	k141_318139	578	0.59	c_000000013235	k141_318139	2.0
RNODE_225_length_25884_cov_6.69550	k141_321304	plasmid	c_000000169976	detected	38	0.1472947768375393	0.0407	False	False	5	k141_321304	479	0.66	c_000000169976	k141_321304	1.0
RNODE_225_length_25884_cov_6.69550	k141_33874	plasmid	c_000000023213	detected	38	0.9815606396314795	0.8487	False	True	5	k141_33874	3008	0.62	c_000000023213	k141_33874	8.0
RNODE_225_length_25884_cov_6.69550	k141_358181	plasmid	c_000000335837	detected	38		0.1853	False	False	5	k141_358181	2904	0.62	c_000000335837	k141_358181	5.0
RNODE_225_length_25884_cov_6.69550	k141_360084	plasmid	c_000000020919	detected	38	0.2389140654216124	0.105	False	False	5	k141_360084	873	0.58	c_000000020919	k141_360084	2.0
RNODE_225_length_25884_cov_6.69550	k141_364324	plasmid	c_000000252999	detected	38	0.993409386030656	0.7221	False	True	5	k141_364324	2448	0.61	c_000000252999	k141_364324	3.0
RNODE_225_length_25884_cov_6.69550	k141_375769	plasmid	c_000000394510	detected	38		0.6702	False	False	5	k141_375769	1956	0.62	c_000000394510	k141_375769	3.0
RNODE_225_length_25884_cov_6.69550	k141_376793	plasmid	c_000000018350	detected	38		0.9537	False	False	5	k141_376793	1414	0.59	c_000000018350	k141_376793	4.0
RNODE_225_length_25884_cov_6.69550	k141_381599	plasmid	c_000000261907	detected	38	0.2489656453756681	0.3084	False	False	5	k141_381599	852	0.6	c_000000261907	k141_381599	2.0
RNODE_225_length_25884_cov_6.69550	k141_400238	plasmid	c_000000319559	detected	38	0.2389140654216124	0.2826	False	False	5	k141_400238	425	0.58	c_000000319559	k141_400238	2.0
RNODE_225_length_25884_cov_6.69550	k141_82253	plasmid	c_000000351247	detected	38		0.2262	False	False	5	k141_82253	397	0.69	c_000000351247	k141_82253	1.0
RNODE_227_length_4381_cov_5.48337	k141_401306	plasmid	c_000000378058	detected	5	0.9999833196579594	0.9989	True	True	5	k141_401306	4456	0.36	c_000000378058	k141_401306	6.0
RNODE_228_length_3093_cov_6.42006	k141_134223	plasmid	c_000000017886	detected	6		0.0369	False	False	5	k141_134223	306	0.36	c_000000017886	k141_134223	1.0
RNODE_228_length_3093_cov_6.42006	k141_21412	plasmid	c_000000203763	detected	6		0.1063	False	False	5	k141_21412	406	0.4	c_000000203763	k141_21412	2.0
RNODE_228_length_3093_cov_6.42006	k141_339895	plasmid	c_000000263330	detected	6		0.0858	False	False	5	k141_339895	395	0.39	c_000000263330	k141_339895	2.0
RNODE_228_length_3093_cov_6.42006	k141_37378	plasmid	c_000000183450	detected	6	0.2149294547055156	0.5138	False	False	5	k141_37378	535	0.46	c_000000183450	k141_37378	1.0
RNODE_228_length_3093_cov_6.42006	k141_385581	plasmid	c_000000038668	detected	6		0.0252	False	False	5	k141_385581	417	0.29	c_000000038668	k141_385581	1.0
RNODE_228_length_3093_cov_6.42006	k141_43797	plasmid	c_000000094286	detected	6		0.1452	False	False	5	k141_43797	395	0.36	c_000000094286	k141_43797	1.0
RNODE_228_length_3093_cov_6.42006	k141_66516	plasmid	c_000000381080	detected	6		0.138	False	False	5	k141_66516	431	0.3	c_000000381080	k141_66516	2.0
RNODE_228_length_3093_cov_6.42006	k141_78717	plasmid	c_000000162521	detected	6	0.8191234565507354	0.9898	True	False	5	k141_78717	3170	0.39	c_000000162521	k141_78717	7.0
RNODE_228_length_3093_cov_6.42006	k141_79774	plasmid	c_000000223508	detected	6		0.0755	False	False	5	k141_79774	469	0.28	c_000000223508	k141_79774	2.0
RNODE_228_length_3093_cov_6.42006	k141_96320	plasmid	c_000000198919	detected	6		0.0064	False	False	5	k141_96320	412	0.28	c_000000198919	k141_96320	1.0
RNODE_234_length_1595_cov_9.13223	k141_401196	plasmid	c_000000373366	undetected_genomad_plasx	3		0.6663	False	False	5	k141_401196	1714	0.58	c_000000373366	k141_401196	3.0
RNODE_243_length_1453_cov_2.63382	k141_399901	plasmid	c_000000307420	detected	1		0.9982	True	False	5	k141_399901	1490	0.34	c_000000307420	k141_399901	1.0
RNODE_254_length_2341_cov_33.31005	k141_401357	plasmid	c_000000380953	detected	4	0.2986195691443276	0.995	True	False	5	k141_401357	2460	0.34	c_000000380953	k141_401357	5.0
RNODE_258_length_1627_cov_2.34517	k141_159423	plasmid	c_000000024393	undetected_genomad	3	0.4976472539611682	0.0238	False	False	5	k141_159423	767	0.5	c_000000024393	k141_159423	1.0
RNODE_258_length_1627_cov_2.34517	k141_280820	plasmid	c_000000228314	undetected_genomad	3		0.0131	False	False	5	k141_280820	449	0.5	c_000000228314	k141_280820	1.0
RNODE_263_length_2277_cov_8.44168	k141_285867	plasmid	c_000000057711	undetected_genomad	4	0.2308357478270384	0.8653	False	False	5	k141_285867	2446	0.37	c_000000057711	k141_285867	4.0
RNODE_277_length_1592_cov_15.82548	k141_218633	plasmid	c_000000057194	undetected_genomad_plasx	2	0.8214001995581407	0.9951	False	False	5	k141_218633	1648	0.6	c_000000057194	k141_218633	3.0
RNODE_277_length_1592_cov_15.82548	k141_220741	plasmid	c_000000158609	undetected_genomad_plasx	2		0.0152	False	False	5	k141_220741	338	0.59	c_000000158609	k141_220741	1.0
RNODE_279_length_3658_cov_27.56711	k141_401149	plasmid	c_000000367773	detected	5	0.9749627630272688	0.9989	True	True	5	k141_401149	3735	0.48	c_000000367773	k141_401149	5.0
RNODE_309_length_1659_cov_3.16188	k141_401332	plasmid	c_000000379980	detected	2	0.9680507460224076	0.9985	True	True	5	k141_401332	1778	0.41	c_000000379980	k141_401332	2.0
RNODE_311_length_2760_cov_6.45983	k141_401227	plasmid	c_000000374582	undetected_genomad	5	0.3148972895926986	0.1244	False	False	5	k141_401227	2879	0.39	c_000000374582	k141_401227	5.0
RNODE_318_length_3470_cov_3.16589	k141_401159	plasmid	c_000000368960	detected	4	0.9755158994089834	0.9982	True	True	5	k141_401159	3589	0.32	c_000000368960	k141_401159	4.0
RNODE_31_length_1357_cov_12.09363	k141_401173	plasmid	c_000000371438	undetected_genomad_plasx	1	0.7871037538323191	0.9985	False	False	5	k141_401173	1454	0.53	c_000000371438	k141_401173	2.0
RNODE_320_length_4859_cov_4.38495	k141_224526	plasmid	c_000000349284	undetected_genomad	7	0.9962054792126586	0.963	False	True	5	k141_224526	2800	0.6	c_000000349284	k141_224526	4.0
RNODE_320_length_4859_cov_4.38495	k141_31796	plasmid	c_000000326903	undetected_genomad	7	0.2657442236141358	0.0156	False	False	5	k141_31796	320	0.62	c_000000326903	k141_31796	1.0
RNODE_320_length_4859_cov_4.38495	k141_397960	plasmid	c_000000214168	undetected_genomad	7	0.1279609696513261	0.9553	False	False	5	k141_397960	2214	0.55	c_000000214168	k141_397960	3.0
RNODE_322_length_4175_cov_18.22923	k141_102615	plasmid	c_000000107759	detected	5	0.9380878875828454	0.9908	True	True	5	k141_102615	3133	0.58	c_000000107759	k141_102615	3.0
RNODE_322_length_4175_cov_18.22923	k141_83427	plasmid	c_000000393480	detected	5		0.0808	False	False	5	k141_83427	591	0.57	c_000000393480	k141_83427	2.0
RNODE_324_length_1537_cov_10.20528	k141_250038	plasmid	c_000000391150	undetected_genomad_plasx	3	0.4976472539611682	0.4383	False	False	5	k141_250038	1299	0.6	c_000000391150	k141_250038	3.0
RNODE_32_length_11742_cov_6.79514	k141_401110	plasmid	c_000000361387	detected	13	0.9999921265295534	0.9986	True	True	5	k141_401110	11839	0.68	c_000000361387	k141_401110	13.0
RNODE_336_length_3563_cov_7.20249	k141_401262	plasmid	c_000000376505	undetected_genomad	3	0.9709293214691316	0.9558	False	True	5	k141_401262	3638	0.41	c_000000376505	k141_401262	4.0
RNODE_342_length_1543_cov_10.88823	k141_401205	plasmid	c_000000373790	undetected_genomad_plasx	2	0.6869120984505906	0.6388	False	False	5	k141_401205	1662	0.58	c_000000373790	k141_401205	3.0
RNODE_346_length_1757_cov_2.65187	k141_401261	plasmid	c_000000376359	undetected_genomad	2	0.9527579011325628	0.1074	False	True	5	k141_401261	1876	0.31	c_000000376359	k141_401261	3.0
RNODE_355_length_1663_cov_6.12066	k141_401391	plasmid	c_000000381797	undetected_genomad	1	0.9550185056097356	0.975	False	True	5	k141_401391	1782	0.37	c_000000381797	k141_401391	2.0
RNODE_360_length_7414_cov_9.06737	k141_401115	plasmid	c_000000362099	detected	6	0.9999329804556414	0.9989	True	True	5	k141_401115	7533	0.59	c_000000362099	k141_401115	6.0
